"yearOfStart","CurrentState","sizeOfsite"
2012,"In",269.48
2009,"Out",23.1
2014,"In",32.9
2014,"In",183.41
2014,"In",71.67
2014,"In",53.2
2014,"In",140.62
2012,"In",100.7
2011,"Out",57.9
2014,"In",105.88
2012,"In",59.55
2014,"In",84.49
2014,"In",185.28
2014,"In",67.1
2013,"In",96.55
2014,"In",104.44
2014,"In",281.14
2012,"In",50.07
2012,"In",113.61
2011,"In",19.81
2014,"In",73.24
2012,"Out",74.91
2003,"Out",195.78
2013,"In",58.82
2011,"In",24.6
2010,"In",49.5
2013,"In",34.57
2008,"Out",23.64
2012,"In",23.1
2006,"Out",34.21
2012,"In",45
2012,"Out",98.28
2012,"In",105.5
2011,"In",37
2013,"In",35.72
2013,"In",86.6
2014,"In",27
2014,"In",17.36
2012,"Out",91.07
2012,"Out",112.5
2013,"In",99.5
2007,"In",42
2012,"In",97.02
2014,"In",51.3
2013,"In",189
2007,"Out",60
2012,"In",87.08
2014,"In",75
2014,"In",61.9
2011,"Out",28.56
2013,"In",40.64
2004,"Out",47.94
2012,"In",170.96
2011,"Out",32
2014,"In",62.28
2013,"Out",63.36
2011,"In",33.6
2014,"In",52.22
2014,"In",60.58
2014,"In",90
2014,"In",78.05
2011,"In",89.89
2014,"In",225
2014,"Out",6.9
2011,"Out",112.79
2014,"In",206.24
2014,"In",171.9
2014,"In",149.29
2013,"In",46
2014,"In",60
2007,"Out",34.22
2014,"Out",88.17
2014,"In",25
2014,"In",27.48
2014,"In",119.9
2009,"In",114
2014,"In",105.62
2013,"Out",103
2012,"In",188.76
2011,"In",179.98
2014,"In",34
2014,"In",17.18
2013,"Out",113.44
2013,"In",98.98
2011,"Out",180.29
2011,"In",346.08
2013,"In",243.12
2013,"In",57
2012,"In",207.1
2014,"In",96.11
2013,"In",22.92
2014,"In",66.84
2009,"In",143.77
2009,"Out",0
2014,"In",148.96
2011,"Out",98.01
2013,"In",137.6
2014,"In",132
2013,"In",39.56
2012,"In",68.04
2002,"In",93.06
2005,"In",70.95
2012,"In",154.33
2013,"In",275.06
2014,"In",343
2013,"In",216
2014,"In",193.82
2013,"In",104.74
2013,"In",46.25
2014,"In",13.7
2014,"Out",75.3
2014,"In",56.36
2014,"In",10.8
2013,"In",35.2
2012,"In",11
2013,"In",67.2
2014,"In",15
2010,"In",15
2011,"In",5
2014,"Out",49.6
2014,"In",29.65
2010,"In",119.72
2014,"Out",90.6
2014,"In",27.14
2013,"Out",0
2012,"In",9.92
2008,"In",65.88
2003,"Out",0
2013,"Out",20.91
2012,"In",305.5
2012,"Out",60.7
2013,"In",40
2013,"In",96.46
2014,"In",51.3
2011,"In",109.42
2013,"In",16.55
2007,"Out",109.24
2014,"Out",34.15
2014,"In",18.6
2013,"Out",38.52
2014,"In",92.99
2011,"Out",18.85
2009,"In",175.5
2002,"Out",3.3
2014,"Out",109.1
2010,"Out",32.4
2013,"In",74.1
2003,"Out",71.28
2008,"Out",87.97
2012,"In",43
2007,"Out",118.4
2014,"In",34.6
2014,"Out",32.16
2013,"In",59.5
2010,"Out",45.07
2014,"In",20.95
2007,"Out",102.38
2013,"In",13.2
2012,"In",60.93
2005,"Out",36.27
2003,"Out",0
2013,"Out",52.05
2014,"In",15
2010,"In",19
2011,"Out",71.76
2010,"In",28.6
2011,"Out",289.6
2011,"Out",129.6
2014,"In",82.08
2009,"In",72.4
2014,"In",45.2
2004,"Out",38.48
2011,"Out",16.4
2005,"Out",13.3
2013,"In",11.02
2012,"In",23.72
2014,"In",28.8
2013,"In",47.74
2013,"In",17.3
2012,"Out",58.8
2007,"Out",73.86
2014,"In",112.16
2014,"In",94.3
2014,"In",38.67
2014,"In",33
2013,"In",244.82
2013,"In",6
2013,"In",66.39
2010,"Out",32.64
2011,"In",34
2007,"In",33.92
2011,"Out",33.96
2009,"In",39.6
2013,"In",51.87
2009,"In",31.8
2012,"In",64.74
2010,"In",565.73
2013,"In",23.91
2014,"In",36.35
2007,"Out",23.1
2012,"In",41.29
2014,"In",39.14
2013,"In",67.53
2010,"In",129
2008,"Out",16.1
2012,"Out",0
2004,"In",34
2005,"Out",28.98
2009,"Out",37.8
2013,"In",43.31
2003,"Out",42.12
2012,"In",70.2
2014,"In",34.08
2014,"In",41.44
2013,"In",129.74
2011,"In",98.14
2014,"In",29.2
2013,"In",59.4
2011,"Out",33.6
2007,"In",41.73
2012,"In",28
2011,"In",39.89
2003,"Out",0
2000,"Out",44.7
2003,"Out",22.94
2003,"Out",29.76
2003,"Out",10.66
2003,"Out",49.5
2004,"Out",50.13
2003,"In",28.08
2007,"In",115.3
2009,"Out",275.4
2009,"In",6.6
2008,"Out",34.41
2014,"Out",49.3
2010,"Out",89.2
2010,"Out",49.5
2014,"In",14.85
2013,"Out",13.2
2014,"In",12.69
2013,"In",105.75
2012,"In",36.45
2013,"In",99.42
2011,"In",42.19
2007,"In",29.7
2005,"Out",21.7
2002,"Out",35.07
2002,"In",12.86
2011,"Out",30.96
2010,"Out",51.12
2010,"Out",26.39
2010,"In",38
2010,"Out",39.6
2001,"In",15.51
2007,"Out",49.5
2010,"In",37.45
2010,"In",134.93
2007,"In",114.46
2014,"In",47.99
2008,"In",53
2013,"In",59.4
2014,"In",61.59
2002,"Out",7.8
2013,"Out",28.8
2014,"In",15
2006,"Out",97.72
2010,"Out",131.73
2009,"Out",94.19
2004,"Out",21
2002,"In",95.25
2012,"In",96.7
2010,"Out",94.39
2012,"Out",80.1
2013,"Out",20
2012,"In",49.5
2008,"Out",87.66
2012,"In",22.78
2012,"In",27.9
2012,"In",34.4
2014,"In",75.9
1998,"Out",0
2014,"In",61.01
2011,"In",34.56
2013,"In",105.73
2013,"In",63.73
2013,"In",32.9
2012,"In",49.91
2007,"Out",20
1988,"Out",44
2012,"In",38.4
2011,"In",14.4
2012,"In",16
2009,"In",58.5
2009,"Out",45.24
2013,"In",181.32
2012,"In",55.08
2010,"Out",30
2007,"Out",143.1
2009,"In",131.28
2014,"In",28.44
2012,"In",72.96
2009,"Out",23.37
2014,"In",14.08
2013,"Out",54.01
2013,"In",25.3
2013,"In",38.3
2013,"In",28.7
2013,"In",39.12
2009,"Out",25.92
2013,"In",48.73
2014,"In",10.26
2010,"In",88.32
2010,"Out",0
2009,"Out",88.7
2012,"In",23.1
2011,"In",51.76
2014,"In",68.4
2010,"In",62.12
2013,"In",73.99
2004,"Out",0
2008,"In",92.34
2005,"Out",23.96
2011,"Out",84.48
2011,"In",8
2009,"In",0
2009,"Out",139.39
2013,"In",24.63
2011,"Out",23.31
2013,"In",121.1
2008,"In",70.5
2010,"In",57.31
2008,"Out",121.5
2010,"In",101.64
2008,"In",39.36
2012,"In",119.79
2008,"In",99
2011,"Out",132
2010,"Out",73.59
2010,"In",73.59
2007,"In",35.64
2010,"Out",41.6
2009,"Out",93.96
2007,"In",36.11
2010,"Out",70.94
2008,"Out",160
2010,"Out",44
2007,"In",41.16
2007,"In",46.15
2014,"In",138.53
2011,"In",101.05
2006,"Out",54.9
2009,"In",0
2010,"In",192.5
2008,"Out",168.35
2007,"In",99.42
2010,"In",87.07
2008,"Out",91.49
2012,"In",92.1
1994,"Out",55.2
2005,"Out",16.5
2011,"In",59
2012,"In",89.5
2012,"In",116.63
2010,"In",123.47
2010,"In",50.79
2008,"Out",0
2013,"In",42
2011,"In",217.84
2007,"Out",72.48
2011,"Out",102.52
2008,"In",61.69
2012,"Out",94
2014,"In",121
2008,"In",60.72
2008,"In",132.81
2010,"In",64.79
2009,"In",51.5
2009,"Out",66.5
2010,"In",87.66
2011,"In",102.3
2008,"Out",43.92
2010,"In",99
2011,"In",51.82
2008,"In",168.19
2007,"In",9.88
2012,"In",56.1
2009,"In",60.72
2010,"In",47.44
2009,"In",49.26
2012,"In",181.5
2012,"In",52.03
2010,"Out",151.35
2012,"In",197.08
2010,"In",135.95
2010,"Out",26
2011,"In",59.74
2010,"Out",85.94
2009,"In",55.38
2011,"In",100
2012,"Out",50.44
2008,"Out",50.23
2014,"In",181.5
2011,"In",181.92
2011,"In",73.28
2010,"In",180.71
2013,"In",36.1
2007,"In",32.76
2013,"In",77.1
2008,"In",195.97
2008,"In",115.3
2011,"In",96
2009,"In",34.78
2010,"In",69.7
2012,"In",69
2013,"In",121.5
2008,"In",117.66
2010,"In",90.09
2009,"Out",76.89
2008,"In",95.7
2008,"Out",163.44
2008,"In",171.79
2014,"In",82.65
2014,"In",51
2014,"In",65.21
2014,"In",77.85
2014,"In",85
1997,"Out",96.68
2014,"In",17.61
2014,"In",13.6
2014,"In",122.4
2010,"In",105.3
2009,"Out",83.48
2008,"Out",25.12
2005,"Out",39
2013,"In",30
2007,"In",12.74
2010,"In",26.62
2013,"In",87.02
2010,"Out",44.1
2013,"In",70.9
2012,"In",44.4
2010,"Out",62
2014,"In",50.25
2014,"In",23
2009,"In",199
2013,"In",35.55
2012,"Out",119.77
2012,"In",55.71
2010,"Out",18.45
2014,"In",112.6
2011,"Out",20.25
2014,"In",20.74
2003,"Out",100.32
2014,"In",65.81
2012,"In",29.8
2013,"In",42.32
2012,"In",56.94
2003,"Out",14.28
2014,"In",10.08
2013,"In",39
2014,"In",60.18
2014,"In",31.51
2012,"In",12.57
2011,"In",74.55
2009,"Out",7
2014,"In",146.36
2013,"In",30.24
2014,"In",51.35
2012,"In",197
2010,"Out",33
2012,"In",77.68
2010,"Out",33.12
2013,"In",52
2010,"In",117.6
2008,"In",31.36
2012,"In",139.25
2012,"In",146.09
2012,"Out",103.35
2011,"Out",0
2011,"Out",133.22
2011,"Out",165.6
2012,"In",64.5
2012,"In",66
2012,"In",108.9
2012,"In",34.49
2012,"In",23.68
2014,"In",7.52
2008,"Out",201.88
2014,"In",73.9
2014,"In",38.55
2011,"In",49.5
2014,"In",49.47
2012,"In",19.83
2014,"In",65.88
2013,"In",30
2005,"In",13.22
2013,"In",35.71
2014,"In",61.12
2014,"In",21.74
2013,"Out",50.15
2014,"Out",46.7
2013,"Out",84.24
2013,"In",87.01
2013,"In",88.34
2011,"In",13.5
2009,"In",43.68
2009,"In",33.93
2014,"In",9.92
2014,"In",28
2012,"In",16.5
2013,"In",57.2
2014,"In",52.8
2013,"In",15
2013,"In",32.7
2012,"In",17.46
2014,"In",43
2014,"In",5.85
2013,"Out",26.64
2014,"In",77.75
2013,"In",69.01
2013,"In",41.05
2013,"Out",47.5
2013,"In",39.6
2014,"In",115.7
2014,"In",0
2013,"Out",57.39
2013,"In",57.39
2014,"In",37.44
2012,"In",75.96
2014,"In",12.6
2010,"Out",0
2012,"In",47.9
2008,"In",119.66
2011,"In",46.49
2010,"In",26.25
2011,"Out",56.45
2012,"In",50.5
2014,"In",75.96
2014,"In",46.78
2012,"In",66
2011,"In",38.16
2014,"In",9.84
2012,"Out",269.33
2011,"In",175.48
2005,"Out",47.12
2010,"In",27.36
2011,"Out",19.8
2010,"Out",21.71
2014,"In",32.56
2009,"Out",39.6
2013,"Out",54
2014,"In",34
2009,"Out",20.32
2012,"Out",118.3
2009,"In",123.12
2010,"In",8.97
2013,"Out",101.94
2014,"In",101.94
2013,"In",13.2
2011,"In",59
2009,"In",16.5
2011,"Out",23
2014,"In",13
2010,"In",107.95
2011,"Out",72.6
2009,"Out",44.52
2011,"In",56.96
2011,"In",85.42
2009,"Out",61.56
2014,"Out",20
2009,"In",274.23
2008,"In",24
2008,"In",135.52
2007,"Out",49.7
2005,"Out",58.9
2002,"In",347.6
2011,"In",105.63
2014,"In",165
2012,"In",29.36
1998,"Out",279.78
2007,"Out",31.17
2011,"In",91.11
2009,"Out",0
2005,"Out",41.89
2014,"In",65
2007,"Out",122.25
2011,"In",44.54
2014,"Out",0
2014,"In",0
2010,"Out",239.55
2011,"Out",88.47
2003,"Out",7.7
2005,"Out",58.79
2011,"In",57.68
2014,"In",147.24
2014,"In",66
2013,"In",14.52
2012,"Out",16.5
2010,"Out",17.25
2014,"In",41.59
2011,"In",68
2010,"Out",189.24
2006,"Out",91.41
2009,"In",86.02
2013,"In",198.51
2010,"Out",120.89
2000,"Out",81.9
2000,"Out",12
2008,"Out",16.05
2014,"Out",4.86
2012,"In",12
2013,"In",20.6
2014,"In",5.76
2014,"In",14.58
2012,"Out",15.6
2013,"Out",14.73
2012,"In",15.42
2010,"Out",20.64
2014,"In",15
2014,"In",15.1
2013,"In",9.9
2008,"Out",45.45
2010,"Out",19.75
2004,"Out",0
2009,"In",181.31
2008,"Out",52
2009,"Out",22.06
2014,"In",22.88
2014,"In",19.38
2000,"Out",103.88
2010,"Out",30.57
2014,"Out",95.84
2011,"In",21.6
2014,"In",62.7
2014,"In",231.2
2009,"Out",48.66
2012,"In",28.44
2013,"In",66.1
2013,"In",16.2
2014,"In",72.69
2012,"In",94.04
2006,"Out",102.22
2009,"In",19.76
2012,"In",33
2006,"Out",66.3
2007,"Out",149.62
2012,"In",56.36
2014,"In",34
2011,"Out",70.7
2010,"In",86.64
2013,"In",25.2
2011,"In",330.69
2013,"Out",91.11
2011,"In",158.58
2009,"Out",0
2012,"In",43.05
2014,"In",31.57
2012,"In",86.4
2014,"In",8.25
2014,"In",12.32
2010,"In",13.5
2013,"Out",122.06
2002,"Out",27.82
2012,"In",27.2
2010,"In",57.94
2007,"Out",79.92
2012,"Out",78.31
2012,"Out",49.4
2012,"In",66.6
2012,"In",71.5
2013,"Out",43.03
2014,"Out",26.29
2002,"Out",29.8
1987,"In",293.4
2008,"Out",39.04
2007,"Out",52.65
2009,"Out",0
2012,"Out",17.81
2013,"In",13.2
2012,"In",20.48
2012,"In",113.79
2013,"In",112.33
2013,"In",82.38
2009,"In",60.84
2011,"In",30.69
2006,"Out",42.9
2012,"Out",10.75
2004,"Out",26.44
1999,"In",37.21
2010,"In",11.56
2011,"In",15.54
2006,"Out",53.88
2014,"In",136.45
2010,"In",65.52
2010,"In",26.4
2014,"Out",78.46
2006,"Out",166.42
2012,"Out",58.18
2007,"Out",128.7
2012,"In",19.8
2013,"In",13.65
2013,"In",0
2013,"In",48.76
2013,"Out",13.65
2013,"In",27.74
2013,"In",30.6
2014,"In",17.19
2011,"Out",49.52
2013,"In",20.46
2012,"Out",7.23
2011,"In",15.59
2010,"Out",85
2005,"Out",70.02
2012,"In",33.75
2011,"Out",23.1
2013,"In",23.4
2010,"In",44.12
2013,"Out",82.5
2014,"In",63.44
2010,"In",56.14
1975,"In",80.96
2010,"In",39.6
2011,"Out",22.7
2012,"In",64.61
2011,"Out",42.44
2014,"In",43.75
2012,"In",75.82
2014,"In",156.56
2014,"In",48
2014,"In",86.25
2014,"In",5.8
2014,"In",32.98
2011,"In",81.89
2005,"Out",28.38
2014,"In",70
2014,"In",62.39
2011,"In",19
2012,"In",37.72
2013,"In",92.29
2014,"In",93.87
2014,"In",35.42
2013,"In",157.3
2011,"In",20.34
2010,"Out",24.2
2008,"Out",59.87
2013,"Out",132.47
2013,"In",379.14
2010,"Out",46.8
2011,"In",41.91
2011,"Out",0
2012,"In",43
2014,"In",82
2011,"Out",9.4
2014,"In",280.66
2006,"In",26.4
2013,"Out",42.6
2007,"Out",41.52
2010,"Out",38.13
2014,"In",154
2014,"In",10.75
2009,"In",38.16
2008,"Out",16.5
2012,"Out",40
2012,"In",83.28
2013,"In",49.29
2011,"In",62.16
2011,"Out",23.8
2011,"In",178.07
2003,"Out",8.25
2013,"Out",86.74
2012,"Out",109.38
2013,"Out",32.76
2013,"Out",85.65
2011,"Out",39.6
2013,"Out",0
2010,"Out",39.3
2012,"In",64.45
2012,"Out",75.05
1997,"Out",66.36
2014,"In",22.84
2007,"Out",18.85
2001,"In",0
2003,"Out",76.8
2014,"In",10.94
2011,"Out",88
2014,"In",18
2011,"In",38.14
2013,"In",99
2011,"In",83.37
2004,"Out",25.48
2014,"In",30
2014,"Out",135.33
2013,"In",93.6
2003,"In",106.76
2014,"In",97.66
2010,"Out",32
2012,"In",44.2
2014,"In",30
2014,"In",52.8
2010,"Out",10
2013,"In",148.57
2007,"Out",93.29
2009,"Out",24.32
2014,"In",46.37
2003,"Out",100.12
2011,"In",100.52
2012,"Out",65.28
2013,"Out",221.38
2008,"In",87.21
2009,"In",58.89
2011,"In",51
2012,"Out",32.31
2010,"In",10.89
2012,"In",156
2013,"Out",68.94
2013,"Out",35.6
2004,"Out",299.78
2003,"In",98.07
2012,"In",15
2012,"In",46.41
2014,"In",39.94
2011,"In",55.81
2014,"In",98.82
2012,"In",118.95
2012,"Out",64.92
2003,"In",43.56
2014,"In",185.51
2010,"Out",69.74
2009,"Out",36.42
2009,"Out",56.13
2007,"Out",60
2014,"In",66
2009,"Out",6.6
2010,"In",84
2011,"In",33
2010,"Out",16.5
2014,"In",46
2011,"Out",157.75
2003,"In",91.84
2005,"In",49.46
2013,"Out",49.72
2011,"In",40.1
2011,"Out",46
2014,"In",50
2005,"Out",116.55
2011,"In",163.06
2007,"Out",67.32
2011,"Out",155.11
2013,"In",16
2011,"In",232.58
2009,"Out",39.6
2014,"In",30.88
2009,"In",5.76
2004,"Out",97.48
2011,"Out",37.85
2011,"Out",1.71
2003,"Out",38.5
2005,"Out",63.75
2008,"Out",42.64
2012,"In",205.92
2009,"Out",38.88
2010,"Out",22.11
2013,"In",56
2014,"In",50.54
2008,"Out",42.9
2006,"Out",0
2014,"In",118.92
2008,"In",142.04
2014,"In",48
2010,"In",36.04
2013,"Out",80.88
2014,"In",31
1993,"Out",82.34
2014,"In",66
2010,"In",49.02
2007,"Out",39.33
2008,"Out",43.71
2012,"In",70.35
2013,"In",41
2003,"Out",38.42
2003,"In",128.04
2014,"In",17.87
2012,"In",67.5
2010,"Out",55.35
2011,"Out",0
2011,"Out",58.52
2009,"Out",42.5
2009,"In",33
1993,"Out",0
2011,"In",103.72
2008,"In",61.74
2014,"In",38.38
2012,"In",126.77
2014,"In",16.8
2008,"Out",69.71
2009,"In",84
2010,"Out",78.81
2010,"In",76.76
2013,"Out",33.54
2011,"Out",93.6
2014,"In",31
2009,"Out",0
2014,"In",15.37
2013,"In",3.75
2013,"Out",86.17
1994,"Out",84.15
2014,"In",151.12
2013,"Out",37.96
2014,"In",16.38
2014,"In",26
2011,"Out",96
2013,"In",34.4
2008,"Out",56
2014,"In",59.57
2012,"Out",82.88
2011,"Out",50.23
2013,"Out",45.36
2011,"Out",37.92
2007,"Out",0
2007,"Out",39.57
2014,"In",8.54
2011,"In",10.53
2014,"In",28.8
2010,"Out",76.62
2008,"Out",0
2009,"Out",41.6
2010,"In",40.3
2010,"Out",0
2007,"In",99
2014,"In",9
2003,"Out",12.5
2007,"Out",172.03
2010,"Out",49.33
2006,"Out",0
1989,"Out",51.04
2011,"Out",6.6
2013,"In",17.85
2009,"Out",27.3
2013,"Out",24.6
2009,"In",39.65
2002,"Out",72.6
2010,"In",10
2011,"Out",8.05
2009,"In",37.52
2013,"In",68.26
2008,"In",21.83
2014,"In",105.26
2012,"In",46.87
1993,"Out",0
2011,"Out",16.5
2014,"In",70.97
2014,"In",58
2014,"Out",0
2007,"Out",20
2012,"In",114.54
2008,"Out",126
2013,"In",39.24
2004,"Out",9.91
2014,"In",36
1990,"Out",0
2013,"In",18.2
2013,"Out",46.84
2010,"Out",31.16
2011,"In",137
2014,"In",390.34
1994,"Out",104.04
2004,"Out",119.66
2004,"Out",180.86
2004,"Out",141.96
2009,"Out",51.6
2008,"Out",42.1
2004,"Out",47.84
2004,"Out",48.48
1991,"Out",63.58
2004,"Out",54.8
2013,"In",134.77
2014,"In",43.32
2009,"Out",71.72
2013,"In",59.85
2014,"In",23.36
2011,"In",99.63
2013,"In",84.9
2014,"In",157.2
2012,"In",56.4
2014,"Out",59.06
2010,"In",62.2
2004,"Out",105.1
2012,"In",72.9
2012,"In",29
2014,"Out",50.18
2014,"In",39.56
2014,"In",87
2012,"In",20.64
2010,"In",90.09
2007,"In",115.9
2009,"Out",33
2009,"Out",57.66
2014,"In",25.28
2010,"In",246
2012,"In",25.13
2010,"Out",51.14
2006,"Out",193.19
2008,"Out",9.2
2008,"Out",61.4
2009,"Out",97.9
2008,"Out",36.75
2009,"In",27.8
2012,"Out",77.43
2009,"Out",40.95
2009,"In",50.94
2012,"In",45.77
2002,"Out",15.3
2014,"In",41.82
2013,"In",96
2014,"In",12
2014,"In",59.84
2009,"In",28.8
2014,"In",33.16
2012,"In",31.13
2010,"In",115.38
2014,"Out",14.2
2011,"In",46
2010,"In",56.52
2012,"In",89.2
2013,"In",35.62
2014,"Out",0
2010,"In",57
2010,"Out",37.84
2014,"In",33.6
2013,"Out",62.14
2008,"Out",27.71
2013,"Out",23.05
2010,"Out",49.54
2013,"In",17.92
2014,"In",60
2008,"In",83.48
2008,"Out",65.96
2011,"Out",23.07
2014,"In",9.9
2008,"Out",70.87
2009,"Out",18
2012,"Out",35.75
2013,"In",28.8
2014,"Out",64.8
2009,"In",212.56
2014,"In",48.86
2007,"Out",127.09
2013,"Out",23
2011,"Out",29.7
2014,"In",99
2013,"In",22.8
2013,"In",47.2
2013,"In",39.28
2011,"Out",75.65
2014,"In",28.5
2014,"In",24.75
2013,"In",28.51
2014,"In",30.75
2007,"Out",7
2008,"Out",89.52
2012,"In",176
2014,"In",64.83
2014,"In",7.5
2012,"In",113.16
2014,"In",70.43
2003,"Out",24.7
2014,"Out",222.62
2012,"In",0
2010,"Out",43.74
2011,"Out",48.32
2012,"Out",189.58
2014,"In",43.2
2014,"In",9.28
2013,"In",31.6
2013,"Out",14
2007,"Out",96.48
2013,"In",23.79
2014,"In",80.1
2014,"In",131.76
2007,"Out",129
2013,"In",192.25
2014,"In",21.35
2010,"In",44.75
2009,"Out",5.26
2005,"Out",17.5
2013,"In",66.12
2013,"Out",34.62
2008,"In",53.65
2003,"Out",29.12
2005,"Out",0
2009,"In",35.85
2003,"Out",23.1
2013,"In",96.6
2014,"Out",36.96
2006,"Out",8.89
2014,"In",51.91
2014,"In",49.14
2013,"In",40.03
2008,"Out",19.14
2008,"In",65.45
2014,"In",369.98
2006,"In",76.43
2011,"Out",60.47
2010,"In",79.33
2012,"In",16
2003,"Out",192
1995,"Out",42
2008,"Out",61.5
2013,"In",88.39
2014,"In",18.9
2002,"Out",0
2013,"Out",0
2012,"In",43.77
2013,"In",110.69
2009,"In",42.9
2007,"Out",340.03
2014,"In",22.03
2013,"In",146.3
2013,"In",40.95
2011,"In",40.32
2012,"In",105.67
2011,"Out",88.79
2013,"In",30.49
2012,"Out",159.41
2012,"Out",8.8
2012,"In",32.2
2013,"In",51.2
2010,"In",78.9
2003,"Out",48
2002,"Out",0
2011,"In",94.64
2014,"In",46.43
2013,"In",79.54
2013,"In",42.97
1994,"Out",250.63
2013,"In",3.6
2003,"Out",24.14
2012,"In",34.2
2013,"In",144
2013,"In",181.25
2014,"In",102.96
2013,"Out",42
2013,"Out",26.7
2013,"In",81
2010,"In",90.24
2009,"In",23.1
2012,"In",104.76
2012,"In",47
2013,"In",55.86
2010,"Out",82.89
2009,"Out",48.3
2003,"Out",5.44
2013,"In",163.48
2007,"Out",134
2010,"Out",115.1
2009,"Out",73.27
2011,"Out",98.58
2014,"In",95
2008,"Out",133.67
2013,"In",19.8
2012,"In",27.91
2004,"In",42.3
2002,"Out",63.06
2013,"In",195.17
2006,"Out",15.23
2014,"In",34.04
2014,"Out",31
2012,"In",77.4
2012,"In",48.68
2014,"In",168.81
2014,"In",79
2014,"In",182.31
2014,"In",37
2014,"In",65.32
2010,"Out",31.5
2007,"Out",4.95
2013,"Out",23.79
2008,"Out",33.5
2002,"In",5.1
2009,"Out",30
2011,"In",60.9
2010,"In",496.6
2008,"Out",38.16
2004,"Out",103.73
2009,"Out",96.67
2012,"In",45.67
2011,"In",75.69
2014,"Out",55
2014,"In",55
2010,"In",9.9
2009,"In",19.5
2004,"Out",26.16
2008,"In",25.2
2009,"Out",116.79
2013,"In",14.68
2007,"Out",8
2014,"In",25
2013,"In",120
2013,"In",121.8
2010,"In",33.93
2013,"In",52.57
2009,"Out",27.2
2012,"Out",24.75
2011,"In",28.88
2005,"In",143.15
2009,"Out",18.81
2014,"Out",56.96
2014,"In",60
2014,"In",57.17
2011,"In",169.56
2008,"Out",32.07
2014,"In",214.5
2014,"In",98.89
2010,"In",79.44
2004,"Out",97.79
2012,"Out",40.47
2010,"Out",40.14
2013,"Out",43.56
2010,"In",32
2009,"Out",27.9
2014,"Out",49.8
2013,"Out",0
2011,"Out",36.54
2009,"In",242.9
2011,"In",62.9
2005,"Out",11.57
2010,"Out",72.33
2013,"In",35
2010,"In",23.32
2005,"Out",19
2012,"In",74.91
2006,"Out",44.8
2013,"In",60.58
2013,"In",49.69
2008,"In",109.62
2012,"In",24.25
2014,"In",81.46
2014,"In",33.05
2002,"In",634.83
2009,"Out",147.46
2012,"In",38.28
2011,"Out",20.33
2014,"In",33
2012,"In",61.32
2014,"In",26.4
2012,"Out",71.07
2013,"In",5.74
2005,"Out",114.62
2014,"In",92.15
2013,"In",170.89
2014,"In",151.53
2011,"Out",48.5
2010,"In",227
2012,"In",38.87
2014,"In",42.18
2012,"Out",22.6
2013,"In",268.82
2013,"In",136
2013,"In",71.76
2013,"In",228.81
2014,"In",124.8
2014,"Out",76
2013,"In",33.12
2010,"Out",36.48
2010,"Out",40
2014,"In",44.49
2013,"In",52.5
2014,"In",73.5
2010,"Out",43
2014,"In",29.52
2014,"Out",52.3
2012,"In",42.92
2013,"In",32.88
2012,"In",47.88
2012,"In",82.31
2011,"In",95.14
2011,"In",16
2014,"Out",16.5
2014,"In",66.1
2013,"In",37.6
2011,"Out",47.5
2013,"Out",27.84
2006,"Out",43.35
2004,"Out",64.32
2014,"In",20.3
2011,"In",81.62
2013,"In",86.82
